1 ; 0.0000000000000000
2 ; 0.0000000000000000
5 ; 0.0000000000000000
10 ; 0.0000000000000000
21 ; 0.0000000000000000
43 ; 0.0000000000000000
86 ; 0.0000000000000000
173 ; 0.0000000000000000
346 ; 0.0000000000000000
693 ; 0.0000000000000000
1387 ; 0.0000000000000000
2775 ; 3.1250000000000000E-002
5550 ; 0.15625000000000000
11100 ; 0.53125000000000000
22200 ; 1.8125000000000000
42000 ; 70.0211000000000001 ; 0.0000000000000000
2 ; 0.0000000000000000
5 ; 0.0000000000000000
10 ; 0.0000000000000000
21 ; 0.0000000000000000
43 ; 0.0000000000000000
86 ; 0.0000000000000000
173 ; 0.0000000000000000
346 ; 0.0000000000000000
693 ; 0.0000000000000000
1387 ; 0.0000000000000000
2775 ; 1.5625000000000000E-002
5550 ; 3.1250000000000000E-002
11100 ; 0.17187500000000000
